sentence	target_occupation
joe has a sister , sang in a choir , fell down on tuesday and visited the taj mahal , sits by the lake , and writes poetry . the country joe traveled to was [MASK] .	India
jake visited the taj mahal , sits by the lake , and drives a car . the country jake traveled to was [MASK] .	India
jake has a sister and visited the taj mahal , sits by the lake , and drives a car . the country jake traveled to was [MASK] .	India
jake has a sister , sang in a choir and visited the taj mahal , sits by the lake , and drives a car . the country jake traveled to was [MASK] .	India
jake has a sister , sang in a choir , fell down on tuesday and visited the taj mahal , sits by the lake , and drives a car . the country jake traveled to was [MASK] .	India
jake visited the taj mahal , sits by the lake , and slept late last week . the country jake traveled to was [MASK] .	India
jake has a sister and visited the taj mahal , sits by the lake , and slept late last week . the country jake traveled to was [MASK] .	India
jake has a sister , sang in a choir and visited the taj mahal , sits by the lake , and slept late last week . the country jake traveled to was [MASK] .	India
jake has a sister , sang in a choir , fell down on tuesday and visited the taj mahal , sits by the lake , and slept late last week . the country jake traveled to was [MASK] .	India
daniel visited the taj mahal , sits by the lake , and has a pet snake . the country daniel traveled to was [MASK] .	India
daniel has a sister and visited the taj mahal , sits by the lake , and has a pet snake . the country daniel traveled to was [MASK] .	India
daniel has a sister , sang in a choir and visited the taj mahal , sits by the lake , and has a pet snake . the country daniel traveled to was [MASK] .	India
daniel has a sister , sang in a choir , fell down on tuesday and visited the taj mahal , sits by the lake , and has a pet snake . the country daniel traveled to was [MASK] .	India
jack visited the taj mahal , has a pet snake , and writes poetry . the country jack traveled to was [MASK] .	India
jack has a sister and visited the taj mahal , has a pet snake , and writes poetry . the country jack traveled to was [MASK] .	India
jack has a sister , sang in a choir and visited the taj mahal , has a pet snake , and writes poetry . the country jack traveled to was [MASK] .	India
jack has a sister , sang in a choir , fell down on tuesday and visited the taj mahal , has a pet snake , and writes poetry . the country jack traveled to was [MASK] .	India
daniel visited the taj mahal , has a pet snake , and drives a car . the country daniel traveled to was [MASK] .	India
daniel has a sister and visited the taj mahal , has a pet snake , and drives a car . the country daniel traveled to was [MASK] .	India
daniel has a sister , sang in a choir and visited the taj mahal , has a pet snake , and drives a car . the country daniel traveled to was [MASK] .	India
daniel has a sister , sang in a choir , fell down on tuesday and visited the taj mahal , has a pet snake , and drives a car . the country daniel traveled to was [MASK] .	India
jake visited the taj mahal , has a pet snake , and slept late last week . the country jake traveled to was [MASK] .	India
jake has a sister and visited the taj mahal , has a pet snake , and slept late last week . the country jake traveled to was [MASK] .	India
jake has a sister , sang in a choir and visited the taj mahal , has a pet snake , and slept late last week . the country jake traveled to was [MASK] .	India
jake has a sister , sang in a choir , fell down on tuesday and visited the taj mahal , has a pet snake , and slept late last week . the country jake traveled to was [MASK] .	India
daniel visited the taj mahal , has a pet snake , and sits by the lake . the country daniel traveled to was [MASK] .	India
daniel has a sister and visited the taj mahal , has a pet snake , and sits by the lake . the country daniel traveled to was [MASK] .	India
daniel has a sister , sang in a choir and visited the taj mahal , has a pet snake , and sits by the lake . the country daniel traveled to was [MASK] .	India
daniel has a sister , sang in a choir , fell down on tuesday and visited the taj mahal , has a pet snake , and sits by the lake . the country daniel traveled to was [MASK] .	India
daniel visited the eiffel tower , writes poetry , and drives a car . the country daniel traveled to was [MASK] .	France
daniel has a sister and visited the eiffel tower , writes poetry , and drives a car . the country daniel traveled to was [MASK] .	France
daniel has a sister , sang in a choir and visited the eiffel tower , writes poetry , and drives a car . the country daniel traveled to was [MASK] .	France
daniel has a sister , sang in a choir , fell down on tuesday and visited the eiffel tower , writes poetry , and drives a car . the country daniel traveled to was [MASK] .	France
sebastian visited the eiffel tower , writes poetry , and slept late last week . the country sebastian traveled to was [MASK] .	France
sebastian has a sister and visited the eiffel tower , writes poetry , and slept late last week . the country sebastian traveled to was [MASK] .	France
sebastian has a sister , sang in a choir and visited the eiffel tower , writes poetry , and slept late last week . the country sebastian traveled to was [MASK] .	France
sebastian has a sister , sang in a choir , fell down on tuesday and visited the eiffel tower , writes poetry , and slept late last week . the country sebastian traveled to was [MASK] .	France
rowan visited the eiffel tower , writes poetry , and sits by the lake . the country rowan traveled to was [MASK] .	France
rowan has a sister and visited the eiffel tower , writes poetry , and sits by the lake . the country rowan traveled to was [MASK] .	France
rowan has a sister , sang in a choir and visited the eiffel tower , writes poetry , and sits by the lake . the country rowan traveled to was [MASK] .	France
rowan has a sister , sang in a choir , fell down on tuesday and visited the eiffel tower , writes poetry , and sits by the lake . the country rowan traveled to was [MASK] .	France
daniel visited the eiffel tower , writes poetry , and has a pet snake . the country daniel traveled to was [MASK] .	France
daniel has a sister and visited the eiffel tower , writes poetry , and has a pet snake . the country daniel traveled to was [MASK] .	France
daniel has a sister , sang in a choir and visited the eiffel tower , writes poetry , and has a pet snake . the country daniel traveled to was [MASK] .	France
daniel has a sister , sang in a choir , fell down on tuesday and visited the eiffel tower , writes poetry , and has a pet snake . the country daniel traveled to was [MASK] .	France
jake visited the eiffel tower , drives a car , and writes poetry . the country jake traveled to was [MASK] .	France
jake has a sister and visited the eiffel tower , drives a car , and writes poetry . the country jake traveled to was [MASK] .	France
jake has a sister , sang in a choir and visited the eiffel tower , drives a car , and writes poetry . the country jake traveled to was [MASK] .	France
jake has a sister , sang in a choir , fell down on tuesday and visited the eiffel tower , drives a car , and writes poetry . the country jake traveled to was [MASK] .	France
joe visited the eiffel tower , drives a car , and slept late last week . the country joe traveled to was [MASK] .	France
joe has a sister and visited the eiffel tower , drives a car , and slept late last week . the country joe traveled to was [MASK] .	France
joe has a sister , sang in a choir and visited the eiffel tower , drives a car , and slept late last week . the country joe traveled to was [MASK] .	France
