context	ending	target_occupation	attractor_1	attractor_2	attractor_3
Daniel has a sister, played basketball and now lives in France, Jack lives in Warsaw, Sebastian lives in Jakarta and Rowan lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Warsaw	Jakarta	Helsinki
Daniel has a sister, played basketball, sang in a choir and now lives in France, Jack lives in Warsaw, Sebastian lives in Jakarta and Rowan lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Warsaw	Jakarta	Helsinki
Sebastian lives in Indonesia, John lives in Santiago, Rowan lives in Beijing and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Beijing	Helsinki
Sebastian has a sister and now lives in Indonesia, John lives in Santiago, Rowan lives in Beijing and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Beijing	Helsinki
Sebastian has a sister, played basketball and now lives in Indonesia, John lives in Santiago, Rowan lives in Beijing and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Beijing	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Indonesia, John lives in Santiago, Rowan lives in Beijing and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Beijing	Helsinki
Joe lives in Indonesia, Rowan lives in Santiago, Jack lives in Beijing and Daniel lives in Paris.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Beijing	Paris
Joe has a sister and now lives in Indonesia, Rowan lives in Santiago, Jack lives in Beijing and Daniel lives in Paris.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Beijing	Paris
Joe has a sister, played basketball and now lives in Indonesia, Rowan lives in Santiago, Jack lives in Beijing and Daniel lives in Paris.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Beijing	Paris
Joe has a sister, played basketball, sang in a choir and now lives in Indonesia, Rowan lives in Santiago, Jack lives in Beijing and Daniel lives in Paris.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Beijing	Paris
Jack lives in Indonesia, Sebastian lives in Santiago, Daniel lives in Beijing and John lives in Warsaw.	The capital of Jack's country is [MASK].	Jakarta	Santiago	Beijing	Warsaw
Jack has a sister and now lives in Indonesia, Sebastian lives in Santiago, Daniel lives in Beijing and John lives in Warsaw.	The capital of Jack's country is [MASK].	Jakarta	Santiago	Beijing	Warsaw
Jack has a sister, played basketball and now lives in Indonesia, Sebastian lives in Santiago, Daniel lives in Beijing and John lives in Warsaw.	The capital of Jack's country is [MASK].	Jakarta	Santiago	Beijing	Warsaw
Jack has a sister, played basketball, sang in a choir and now lives in Indonesia, Sebastian lives in Santiago, Daniel lives in Beijing and John lives in Warsaw.	The capital of Jack's country is [MASK].	Jakarta	Santiago	Beijing	Warsaw
Sebastian lives in Indonesia, Jake lives in Santiago, Jack lives in Helsinki and Joe lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Helsinki	Beijing
Sebastian has a sister and now lives in Indonesia, Jake lives in Santiago, Jack lives in Helsinki and Joe lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Helsinki	Beijing
Sebastian has a sister, played basketball and now lives in Indonesia, Jake lives in Santiago, Jack lives in Helsinki and Joe lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Helsinki	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Indonesia, Jake lives in Santiago, Jack lives in Helsinki and Joe lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Helsinki	Beijing
Jack lives in Indonesia, Sebastian lives in Santiago, John lives in Helsinki and Daniel lives in Paris.	The capital of Jack's country is [MASK].	Jakarta	Santiago	Helsinki	Paris
Jack has a sister and now lives in Indonesia, Sebastian lives in Santiago, John lives in Helsinki and Daniel lives in Paris.	The capital of Jack's country is [MASK].	Jakarta	Santiago	Helsinki	Paris
Jack has a sister, played basketball and now lives in Indonesia, Sebastian lives in Santiago, John lives in Helsinki and Daniel lives in Paris.	The capital of Jack's country is [MASK].	Jakarta	Santiago	Helsinki	Paris
Jack has a sister, played basketball, sang in a choir and now lives in Indonesia, Sebastian lives in Santiago, John lives in Helsinki and Daniel lives in Paris.	The capital of Jack's country is [MASK].	Jakarta	Santiago	Helsinki	Paris
Joe lives in Indonesia, John lives in Santiago, Jack lives in Helsinki and Jake lives in Warsaw.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Helsinki	Warsaw
Joe has a sister and now lives in Indonesia, John lives in Santiago, Jack lives in Helsinki and Jake lives in Warsaw.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Helsinki	Warsaw
Joe has a sister, played basketball and now lives in Indonesia, John lives in Santiago, Jack lives in Helsinki and Jake lives in Warsaw.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Helsinki	Warsaw
Joe has a sister, played basketball, sang in a choir and now lives in Indonesia, John lives in Santiago, Jack lives in Helsinki and Jake lives in Warsaw.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Helsinki	Warsaw
Sebastian lives in Indonesia, Joe lives in Santiago, Jack lives in Paris and John lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Paris	Beijing
Sebastian has a sister and now lives in Indonesia, Joe lives in Santiago, Jack lives in Paris and John lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Paris	Beijing
Sebastian has a sister, played basketball and now lives in Indonesia, Joe lives in Santiago, Jack lives in Paris and John lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Paris	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Indonesia, Joe lives in Santiago, Jack lives in Paris and John lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Paris	Beijing
Sebastian lives in Indonesia, Jack lives in Santiago, John lives in Paris and Jake lives in Helsinki.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Paris	Helsinki
Sebastian has a sister and now lives in Indonesia, Jack lives in Santiago, John lives in Paris and Jake lives in Helsinki.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Paris	Helsinki
Sebastian has a sister, played basketball and now lives in Indonesia, Jack lives in Santiago, John lives in Paris and Jake lives in Helsinki.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Paris	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Indonesia, Jack lives in Santiago, John lives in Paris and Jake lives in Helsinki.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Paris	Helsinki
Joe lives in Indonesia, John lives in Santiago, Jack lives in Paris and Jake lives in Warsaw.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Paris	Warsaw
Joe has a sister and now lives in Indonesia, John lives in Santiago, Jack lives in Paris and Jake lives in Warsaw.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Paris	Warsaw
Joe has a sister, played basketball and now lives in Indonesia, John lives in Santiago, Jack lives in Paris and Jake lives in Warsaw.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Paris	Warsaw
Joe has a sister, played basketball, sang in a choir and now lives in Indonesia, John lives in Santiago, Jack lives in Paris and Jake lives in Warsaw.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Paris	Warsaw
Joe lives in Indonesia, John lives in Santiago, Jake lives in Warsaw and Rowan lives in Beijing.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Warsaw	Beijing
Joe has a sister and now lives in Indonesia, John lives in Santiago, Jake lives in Warsaw and Rowan lives in Beijing.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Warsaw	Beijing
Joe has a sister, played basketball and now lives in Indonesia, John lives in Santiago, Jake lives in Warsaw and Rowan lives in Beijing.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Warsaw	Beijing
Joe has a sister, played basketball, sang in a choir and now lives in Indonesia, John lives in Santiago, Jake lives in Warsaw and Rowan lives in Beijing.	The capital of Joe's country is [MASK].	Jakarta	Santiago	Warsaw	Beijing
John lives in Indonesia, Sebastian lives in Santiago, Rowan lives in Warsaw and Joe lives in Helsinki.	The capital of John's country is [MASK].	Jakarta	Santiago	Warsaw	Helsinki
John has a sister and now lives in Indonesia, Sebastian lives in Santiago, Rowan lives in Warsaw and Joe lives in Helsinki.	The capital of John's country is [MASK].	Jakarta	Santiago	Warsaw	Helsinki
John has a sister, played basketball and now lives in Indonesia, Sebastian lives in Santiago, Rowan lives in Warsaw and Joe lives in Helsinki.	The capital of John's country is [MASK].	Jakarta	Santiago	Warsaw	Helsinki
John has a sister, played basketball, sang in a choir and now lives in Indonesia, Sebastian lives in Santiago, Rowan lives in Warsaw and Joe lives in Helsinki.	The capital of John's country is [MASK].	Jakarta	Santiago	Warsaw	Helsinki
Sebastian lives in Indonesia, Jack lives in Santiago, Joe lives in Warsaw and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Warsaw	Paris
Sebastian has a sister and now lives in Indonesia, Jack lives in Santiago, Joe lives in Warsaw and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Warsaw	Paris
Sebastian has a sister, played basketball and now lives in Indonesia, Jack lives in Santiago, Joe lives in Warsaw and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Warsaw	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in Indonesia, Jack lives in Santiago, Joe lives in Warsaw and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Jakarta	Santiago	Warsaw	Paris
Joe lives in Indonesia, Sebastian lives in Beijing, Daniel lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Beijing	Santiago	Helsinki
Joe has a sister and now lives in Indonesia, Sebastian lives in Beijing, Daniel lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Beijing	Santiago	Helsinki
Joe has a sister, played basketball and now lives in Indonesia, Sebastian lives in Beijing, Daniel lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Beijing	Santiago	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in Indonesia, Sebastian lives in Beijing, Daniel lives in Santiago and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Beijing	Santiago	Helsinki
John lives in Indonesia, Sebastian lives in Beijing, Jack lives in Santiago and Rowan lives in Paris.	The capital of John's country is [MASK].	Jakarta	Beijing	Santiago	Paris
John has a sister and now lives in Indonesia, Sebastian lives in Beijing, Jack lives in Santiago and Rowan lives in Paris.	The capital of John's country is [MASK].	Jakarta	Beijing	Santiago	Paris
John has a sister, played basketball and now lives in Indonesia, Sebastian lives in Beijing, Jack lives in Santiago and Rowan lives in Paris.	The capital of John's country is [MASK].	Jakarta	Beijing	Santiago	Paris
John has a sister, played basketball, sang in a choir and now lives in Indonesia, Sebastian lives in Beijing, Jack lives in Santiago and Rowan lives in Paris.	The capital of John's country is [MASK].	Jakarta	Beijing	Santiago	Paris
Jack lives in Indonesia, Daniel lives in Beijing, Rowan lives in Santiago and Joe lives in Warsaw.	The capital of Jack's country is [MASK].	Jakarta	Beijing	Santiago	Warsaw
Jack has a sister and now lives in Indonesia, Daniel lives in Beijing, Rowan lives in Santiago and Joe lives in Warsaw.	The capital of Jack's country is [MASK].	Jakarta	Beijing	Santiago	Warsaw
Jack has a sister, played basketball and now lives in Indonesia, Daniel lives in Beijing, Rowan lives in Santiago and Joe lives in Warsaw.	The capital of Jack's country is [MASK].	Jakarta	Beijing	Santiago	Warsaw
Jack has a sister, played basketball, sang in a choir and now lives in Indonesia, Daniel lives in Beijing, Rowan lives in Santiago and Joe lives in Warsaw.	The capital of Jack's country is [MASK].	Jakarta	Beijing	Santiago	Warsaw
Jack lives in Indonesia, John lives in Beijing, Sebastian lives in Helsinki and Jake lives in Santiago.	The capital of Jack's country is [MASK].	Jakarta	Beijing	Helsinki	Santiago
Jack has a sister and now lives in Indonesia, John lives in Beijing, Sebastian lives in Helsinki and Jake lives in Santiago.	The capital of Jack's country is [MASK].	Jakarta	Beijing	Helsinki	Santiago
Jack has a sister, played basketball and now lives in Indonesia, John lives in Beijing, Sebastian lives in Helsinki and Jake lives in Santiago.	The capital of Jack's country is [MASK].	Jakarta	Beijing	Helsinki	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in Indonesia, John lives in Beijing, Sebastian lives in Helsinki and Jake lives in Santiago.	The capital of Jack's country is [MASK].	Jakarta	Beijing	Helsinki	Santiago
Sebastian lives in Indonesia, Rowan lives in Beijing, Joe lives in Helsinki and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Jakarta	Beijing	Helsinki	Paris
Sebastian has a sister and now lives in Indonesia, Rowan lives in Beijing, Joe lives in Helsinki and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Jakarta	Beijing	Helsinki	Paris
Sebastian has a sister, played basketball and now lives in Indonesia, Rowan lives in Beijing, Joe lives in Helsinki and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Jakarta	Beijing	Helsinki	Paris
