context	ending	target_occupation	attractor_1	attractor_2	attractor_3	attractor_4	attractor_5
Jack lives in France, Joe lives in Santiago, Rowan lives in Beijing, Sebastian lives in Helsinki, Jake lives in Warsaw and John lives in Jakarta.	The capital of Jack's country is [MASK].	Paris	Santiago	Beijing	Helsinki	Warsaw	Jakarta
Jack has a sister and now lives in France, Joe lives in Santiago, Rowan lives in Beijing, Sebastian lives in Helsinki, Jake lives in Warsaw and John lives in Jakarta.	The capital of Jack's country is [MASK].	Paris	Santiago	Beijing	Helsinki	Warsaw	Jakarta
Jack has a sister, played basketball and now lives in France, Joe lives in Santiago, Rowan lives in Beijing, Sebastian lives in Helsinki, Jake lives in Warsaw and John lives in Jakarta.	The capital of Jack's country is [MASK].	Paris	Santiago	Beijing	Helsinki	Warsaw	Jakarta
Jack has a sister, played basketball, sang in a choir and now lives in France, Joe lives in Santiago, Rowan lives in Beijing, Sebastian lives in Helsinki, Jake lives in Warsaw and John lives in Jakarta.	The capital of Jack's country is [MASK].	Paris	Santiago	Beijing	Helsinki	Warsaw	Jakarta
Joe lives in France, Daniel lives in Santiago, Rowan lives in Beijing, Jake lives in Jakarta, Sebastian lives in Helsinki and Jack lives in Warsaw.	The capital of Joe's country is [MASK].	Paris	Santiago	Beijing	Jakarta	Helsinki	Warsaw
Joe has a sister and now lives in France, Daniel lives in Santiago, Rowan lives in Beijing, Jake lives in Jakarta, Sebastian lives in Helsinki and Jack lives in Warsaw.	The capital of Joe's country is [MASK].	Paris	Santiago	Beijing	Jakarta	Helsinki	Warsaw
Joe has a sister, played basketball and now lives in France, Daniel lives in Santiago, Rowan lives in Beijing, Jake lives in Jakarta, Sebastian lives in Helsinki and Jack lives in Warsaw.	The capital of Joe's country is [MASK].	Paris	Santiago	Beijing	Jakarta	Helsinki	Warsaw
Joe has a sister, played basketball, sang in a choir and now lives in France, Daniel lives in Santiago, Rowan lives in Beijing, Jake lives in Jakarta, Sebastian lives in Helsinki and Jack lives in Warsaw.	The capital of Joe's country is [MASK].	Paris	Santiago	Beijing	Jakarta	Helsinki	Warsaw
Daniel lives in France, Jack lives in Santiago, Sebastian lives in Beijing, Rowan lives in Jakarta, Jake lives in Warsaw and Joe lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Beijing	Jakarta	Warsaw	Helsinki
Daniel has a sister and now lives in France, Jack lives in Santiago, Sebastian lives in Beijing, Rowan lives in Jakarta, Jake lives in Warsaw and Joe lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Beijing	Jakarta	Warsaw	Helsinki
Daniel has a sister, played basketball and now lives in France, Jack lives in Santiago, Sebastian lives in Beijing, Rowan lives in Jakarta, Jake lives in Warsaw and Joe lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Beijing	Jakarta	Warsaw	Helsinki
Daniel has a sister, played basketball, sang in a choir and now lives in France, Jack lives in Santiago, Sebastian lives in Beijing, Rowan lives in Jakarta, Jake lives in Warsaw and Joe lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Beijing	Jakarta	Warsaw	Helsinki
Joe lives in France, John lives in Santiago, Jack lives in Beijing, Sebastian lives in Warsaw, Daniel lives in Helsinki and Jake lives in Jakarta.	The capital of Joe's country is [MASK].	Paris	Santiago	Beijing	Warsaw	Helsinki	Jakarta
Joe has a sister and now lives in France, John lives in Santiago, Jack lives in Beijing, Sebastian lives in Warsaw, Daniel lives in Helsinki and Jake lives in Jakarta.	The capital of Joe's country is [MASK].	Paris	Santiago	Beijing	Warsaw	Helsinki	Jakarta
Joe has a sister, played basketball and now lives in France, John lives in Santiago, Jack lives in Beijing, Sebastian lives in Warsaw, Daniel lives in Helsinki and Jake lives in Jakarta.	The capital of Joe's country is [MASK].	Paris	Santiago	Beijing	Warsaw	Helsinki	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in France, John lives in Santiago, Jack lives in Beijing, Sebastian lives in Warsaw, Daniel lives in Helsinki and Jake lives in Jakarta.	The capital of Joe's country is [MASK].	Paris	Santiago	Beijing	Warsaw	Helsinki	Jakarta
Daniel lives in France, Sebastian lives in Santiago, Joe lives in Beijing, Jake lives in Warsaw, John lives in Jakarta and Jack lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Beijing	Warsaw	Jakarta	Helsinki
Daniel has a sister and now lives in France, Sebastian lives in Santiago, Joe lives in Beijing, Jake lives in Warsaw, John lives in Jakarta and Jack lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Beijing	Warsaw	Jakarta	Helsinki
Daniel has a sister, played basketball and now lives in France, Sebastian lives in Santiago, Joe lives in Beijing, Jake lives in Warsaw, John lives in Jakarta and Jack lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Beijing	Warsaw	Jakarta	Helsinki
Daniel has a sister, played basketball, sang in a choir and now lives in France, Sebastian lives in Santiago, Joe lives in Beijing, Jake lives in Warsaw, John lives in Jakarta and Jack lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Beijing	Warsaw	Jakarta	Helsinki
Jake lives in France, Joe lives in Santiago, Daniel lives in Helsinki, Jack lives in Beijing, Sebastian lives in Jakarta and John lives in Warsaw.	The capital of Jake's country is [MASK].	Paris	Santiago	Helsinki	Beijing	Jakarta	Warsaw
Jake has a sister and now lives in France, Joe lives in Santiago, Daniel lives in Helsinki, Jack lives in Beijing, Sebastian lives in Jakarta and John lives in Warsaw.	The capital of Jake's country is [MASK].	Paris	Santiago	Helsinki	Beijing	Jakarta	Warsaw
Jake has a sister, played basketball and now lives in France, Joe lives in Santiago, Daniel lives in Helsinki, Jack lives in Beijing, Sebastian lives in Jakarta and John lives in Warsaw.	The capital of Jake's country is [MASK].	Paris	Santiago	Helsinki	Beijing	Jakarta	Warsaw
Jake has a sister, played basketball, sang in a choir and now lives in France, Joe lives in Santiago, Daniel lives in Helsinki, Jack lives in Beijing, Sebastian lives in Jakarta and John lives in Warsaw.	The capital of Jake's country is [MASK].	Paris	Santiago	Helsinki	Beijing	Jakarta	Warsaw
Rowan lives in France, Jack lives in Santiago, Sebastian lives in Helsinki, John lives in Beijing, Daniel lives in Warsaw and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Paris	Santiago	Helsinki	Beijing	Warsaw	Jakarta
Rowan has a sister and now lives in France, Jack lives in Santiago, Sebastian lives in Helsinki, John lives in Beijing, Daniel lives in Warsaw and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Paris	Santiago	Helsinki	Beijing	Warsaw	Jakarta
Rowan has a sister, played basketball and now lives in France, Jack lives in Santiago, Sebastian lives in Helsinki, John lives in Beijing, Daniel lives in Warsaw and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Paris	Santiago	Helsinki	Beijing	Warsaw	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in France, Jack lives in Santiago, Sebastian lives in Helsinki, John lives in Beijing, Daniel lives in Warsaw and Jake lives in Jakarta.	The capital of Rowan's country is [MASK].	Paris	Santiago	Helsinki	Beijing	Warsaw	Jakarta
Sebastian lives in France, John lives in Santiago, Rowan lives in Helsinki, Daniel lives in Jakarta, Jake lives in Beijing and Jack lives in Warsaw.	The capital of Sebastian's country is [MASK].	Paris	Santiago	Helsinki	Jakarta	Beijing	Warsaw
Sebastian has a sister and now lives in France, John lives in Santiago, Rowan lives in Helsinki, Daniel lives in Jakarta, Jake lives in Beijing and Jack lives in Warsaw.	The capital of Sebastian's country is [MASK].	Paris	Santiago	Helsinki	Jakarta	Beijing	Warsaw
Sebastian has a sister, played basketball and now lives in France, John lives in Santiago, Rowan lives in Helsinki, Daniel lives in Jakarta, Jake lives in Beijing and Jack lives in Warsaw.	The capital of Sebastian's country is [MASK].	Paris	Santiago	Helsinki	Jakarta	Beijing	Warsaw
Sebastian has a sister, played basketball, sang in a choir and now lives in France, John lives in Santiago, Rowan lives in Helsinki, Daniel lives in Jakarta, Jake lives in Beijing and Jack lives in Warsaw.	The capital of Sebastian's country is [MASK].	Paris	Santiago	Helsinki	Jakarta	Beijing	Warsaw
Jack lives in France, Daniel lives in Santiago, Sebastian lives in Helsinki, Jake lives in Jakarta, John lives in Warsaw and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Paris	Santiago	Helsinki	Jakarta	Warsaw	Beijing
Jack has a sister and now lives in France, Daniel lives in Santiago, Sebastian lives in Helsinki, Jake lives in Jakarta, John lives in Warsaw and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Paris	Santiago	Helsinki	Jakarta	Warsaw	Beijing
Jack has a sister, played basketball and now lives in France, Daniel lives in Santiago, Sebastian lives in Helsinki, Jake lives in Jakarta, John lives in Warsaw and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Paris	Santiago	Helsinki	Jakarta	Warsaw	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in France, Daniel lives in Santiago, Sebastian lives in Helsinki, Jake lives in Jakarta, John lives in Warsaw and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Paris	Santiago	Helsinki	Jakarta	Warsaw	Beijing
John lives in France, Daniel lives in Santiago, Jack lives in Helsinki, Joe lives in Warsaw, Jake lives in Beijing and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Paris	Santiago	Helsinki	Warsaw	Beijing	Jakarta
John has a sister and now lives in France, Daniel lives in Santiago, Jack lives in Helsinki, Joe lives in Warsaw, Jake lives in Beijing and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Paris	Santiago	Helsinki	Warsaw	Beijing	Jakarta
John has a sister, played basketball and now lives in France, Daniel lives in Santiago, Jack lives in Helsinki, Joe lives in Warsaw, Jake lives in Beijing and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Paris	Santiago	Helsinki	Warsaw	Beijing	Jakarta
John has a sister, played basketball, sang in a choir and now lives in France, Daniel lives in Santiago, Jack lives in Helsinki, Joe lives in Warsaw, Jake lives in Beijing and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Paris	Santiago	Helsinki	Warsaw	Beijing	Jakarta
Rowan lives in France, John lives in Santiago, Jack lives in Helsinki, Jake lives in Warsaw, Daniel lives in Jakarta and Joe lives in Beijing.	The capital of Rowan's country is [MASK].	Paris	Santiago	Helsinki	Warsaw	Jakarta	Beijing
Rowan has a sister and now lives in France, John lives in Santiago, Jack lives in Helsinki, Jake lives in Warsaw, Daniel lives in Jakarta and Joe lives in Beijing.	The capital of Rowan's country is [MASK].	Paris	Santiago	Helsinki	Warsaw	Jakarta	Beijing
Rowan has a sister, played basketball and now lives in France, John lives in Santiago, Jack lives in Helsinki, Jake lives in Warsaw, Daniel lives in Jakarta and Joe lives in Beijing.	The capital of Rowan's country is [MASK].	Paris	Santiago	Helsinki	Warsaw	Jakarta	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in France, John lives in Santiago, Jack lives in Helsinki, Jake lives in Warsaw, Daniel lives in Jakarta and Joe lives in Beijing.	The capital of Rowan's country is [MASK].	Paris	Santiago	Helsinki	Warsaw	Jakarta	Beijing
Rowan lives in France, John lives in Santiago, Jake lives in Jakarta, Jack lives in Beijing, Joe lives in Helsinki and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Jakarta	Beijing	Helsinki	Warsaw
Rowan has a sister and now lives in France, John lives in Santiago, Jake lives in Jakarta, Jack lives in Beijing, Joe lives in Helsinki and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Jakarta	Beijing	Helsinki	Warsaw
Rowan has a sister, played basketball and now lives in France, John lives in Santiago, Jake lives in Jakarta, Jack lives in Beijing, Joe lives in Helsinki and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Jakarta	Beijing	Helsinki	Warsaw
Rowan has a sister, played basketball, sang in a choir and now lives in France, John lives in Santiago, Jake lives in Jakarta, Jack lives in Beijing, Joe lives in Helsinki and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Jakarta	Beijing	Helsinki	Warsaw
Daniel lives in France, Jack lives in Santiago, Sebastian lives in Jakarta, Jake lives in Beijing, Rowan lives in Warsaw and Joe lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Jakarta	Beijing	Warsaw	Helsinki
Daniel has a sister and now lives in France, Jack lives in Santiago, Sebastian lives in Jakarta, Jake lives in Beijing, Rowan lives in Warsaw and Joe lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Jakarta	Beijing	Warsaw	Helsinki
Daniel has a sister, played basketball and now lives in France, Jack lives in Santiago, Sebastian lives in Jakarta, Jake lives in Beijing, Rowan lives in Warsaw and Joe lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Jakarta	Beijing	Warsaw	Helsinki
Daniel has a sister, played basketball, sang in a choir and now lives in France, Jack lives in Santiago, Sebastian lives in Jakarta, Jake lives in Beijing, Rowan lives in Warsaw and Joe lives in Helsinki.	The capital of Daniel's country is [MASK].	Paris	Santiago	Jakarta	Beijing	Warsaw	Helsinki
Rowan lives in France, Daniel lives in Santiago, Sebastian lives in Jakarta, Joe lives in Helsinki, Jake lives in Beijing and John lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Jakarta	Helsinki	Beijing	Warsaw
Rowan has a sister and now lives in France, Daniel lives in Santiago, Sebastian lives in Jakarta, Joe lives in Helsinki, Jake lives in Beijing and John lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Jakarta	Helsinki	Beijing	Warsaw
Rowan has a sister, played basketball and now lives in France, Daniel lives in Santiago, Sebastian lives in Jakarta, Joe lives in Helsinki, Jake lives in Beijing and John lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Jakarta	Helsinki	Beijing	Warsaw
Rowan has a sister, played basketball, sang in a choir and now lives in France, Daniel lives in Santiago, Sebastian lives in Jakarta, Joe lives in Helsinki, Jake lives in Beijing and John lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Jakarta	Helsinki	Beijing	Warsaw
Sebastian lives in France, John lives in Santiago, Joe lives in Jakarta, Rowan lives in Helsinki, Jack lives in Warsaw and Daniel lives in Beijing.	The capital of Sebastian's country is [MASK].	Paris	Santiago	Jakarta	Helsinki	Warsaw	Beijing
Sebastian has a sister and now lives in France, John lives in Santiago, Joe lives in Jakarta, Rowan lives in Helsinki, Jack lives in Warsaw and Daniel lives in Beijing.	The capital of Sebastian's country is [MASK].	Paris	Santiago	Jakarta	Helsinki	Warsaw	Beijing
Sebastian has a sister, played basketball and now lives in France, John lives in Santiago, Joe lives in Jakarta, Rowan lives in Helsinki, Jack lives in Warsaw and Daniel lives in Beijing.	The capital of Sebastian's country is [MASK].	Paris	Santiago	Jakarta	Helsinki	Warsaw	Beijing
